YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.5,31.5,,,30.1,33.0,7962,,,,,,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,39.7,39.7,,,30.0,50.3,155,,,,,,Hispanic,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.8,29.8,,,24.7,35.5,712,,,,,,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.8,31.8,,,30.4,33.1,9116,Total,,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Total,Total,OVR,OVERALL
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.3,34.3,,,32.3,36.3,4045,,,,Male,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Gender,Male,GEN,MALE
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.7,28.7,,,19.4,40.3,137,,,,,,2 or more races,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.2,29.2,,,27.4,31.1,5071,,,,Female,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q046,VALUE,30,Gender,Female,GEN,FEMALE
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.5,23.5,,,21.9,25.3,4094,,,,Male,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Gender,Male,GEN,MALE
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.5,21.5,,,19.9,23.2,5124,,,,Female,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Gender,Female,GEN,FEMALE
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.9,20.9,,,17.8,24.5,1023,,35 - 44,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.4,24.4,,,21.6,27.5,1453,,45 - 54,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.5,24.5,,,22.0,27.1,2107,,55 - 64,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.2,30.2,,,27.8,32.6,3049,,65 or older,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.3,22.3,,,21.1,23.5,8042,,,,,,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.0,20.0,,,13.3,28.8,159,,,,,,Hispanic,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.5,22.5,,,21.4,23.7,9218,Total,,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Total,Total,OVR,OVERALL
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.4,25.4,,,20.8,30.6,728,,,,,,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,28.4,30.7,16250,Total,,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.8,30.8,,,29.1,32.5,6860,,,,Male,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Gender,Male,GEN,MALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,26.9,29.9,9390,,,,Female,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Gender,Female,GEN,FEMALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,31.1,37.6,1908,,35 - 44,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.0,34.0,,,31.3,36.7,2635,,45 - 54,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.5,37.5,,,35.1,39.9,3584,,55 - 64,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.2,28.2,,,26.5,30.0,5774,,65 or older,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,28.0,30.4,14910,,,,,,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.7,34.7,,,27.1,43.2,245,,,,,,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.1,30.1,,,25.0,35.6,524,,,,,,Hispanic,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,12.9,12.9,,,6.4,24.4,93,,,,,,Asian,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,25.4,50.8,179,,,,,,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.5,34.5,,,23.3,47.7,147,,,,,,2 or more races,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.9,35.9,,,34.7,37.1,16250,Total,,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.5,41.5,,,39.6,43.3,6860,,,,Male,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Gender,Male,GEN,MALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.2,30.2,,,28.6,31.8,9390,,,,Female,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Gender,Female,GEN,FEMALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.4,35.4,,,32.2,38.6,1908,,35 - 44,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.2,39.2,,,36.4,42.0,2635,,45 - 54,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.5,36.5,,,34.2,38.9,3584,,55 - 64,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.1,41.1,,,39.1,43.2,5774,,65 or older,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.4,36.4,,,35.2,37.6,14910,,,,,,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.3,30.3,,,22.4,39.7,245,,,,,,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.8,37.8,,,31.7,44.2,524,,,,,,Hispanic,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,24.6,24.6,,,14.9,37.8,93,,,,,,Asian,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.7,32.7,,,18.8,50.6,179,,,,,,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,28.3,28.3,,,18.4,40.9,147,,,,,,2 or more races,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.7,39.7,,,38.5,41.0,15949,Total,,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.4,45.4,,,43.4,47.3,6462,,,,Male,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Gender,Male,GEN,MALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.4,34.4,,,32.8,36.1,9487,,,,Female,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Gender,Female,GEN,FEMALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.4,44.4,,,41.1,47.8,1861,,35 - 44,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.0,41.0,,,38.2,43.9,2616,,45 - 54,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.4,40.4,,,38.0,42.9,3584,,55 - 64,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,30.4,30.4,,,28.5,32.3,5555,,65 or older,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.9,39.9,,,38.6,41.2,14617,,,,,,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.7,44.7,,,35.5,54.2,226,,,,,,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,33.0,33.0,,,27.7,38.8,566,,,,,,Hispanic,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,31.7,31.7,,,20.7,45.1,83,,,,,,Asian,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,53.0,53.0,,,37.5,67.9,165,,,,,,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,53.1,53.1,,,40.5,65.4,139,,,,,,2 or more races,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.3,23.3,,,22.2,24.4,15700,Total,,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.1,24.1,,,21.2,27.2,1841,,35 - 44,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,18.5,28.6,557,,,,,,Hispanic,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.6,26.6,,,25.0,28.4,6373,,,,Male,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Gender,Male,GEN,MALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.1,20.1,,,18.7,21.6,9327,,,,Female,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Gender,Female,GEN,FEMALE
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.8,22.8,,,20.5,25.3,2598,,45 - 54,,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,22.0,24.3,14384,,,,,,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
